"stock","Region1Name","Region2Name","Region3Name","Region4Name"
"NECHAKO_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"QUESNEL","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"QUESNEL_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"RAFT","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"RAFT_R","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"RAFT_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"SLOQUET_CR","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"SLOQUET_CREEK","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"STUART","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"STUART_RIVER","Fraser_Summer_5.2","Fraser Early","Fraser River","SalSea"
"CHILLIWAC@STAV","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"CHILLIWACK_F","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"CHILLIWACK_RIVER_FALL","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"CHILLIWACK_VEDDER_RIVER","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"HARRISON","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"HARRISON_RIVER","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"NAHATLATCH_R","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"NAHATLATCH_RIVER","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"PORTAGE","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"PORTAGE_C","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"PORTAGE_CREEK","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"R_CHILLIWACK","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"S-CHILLIWACK R","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"S-HARRISON R","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"SERPENTINE","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"STAVE_RIVER","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"W_CHILLIWACK","Fraser_Fall","Fraser Late","Fraser River","SalSea"
"CAPILANO","SOMN","SOMN","Fraser River","SalSea"
"BEAR_CR_SUFA","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"BIG SOOS CR  09.0072","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"CEDAR_EARLY","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"CEDAR_R_SUFA","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"CLARKS CR    10.0027","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"GROVERS CR   15.0299","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"ISSAQUAH CR  08.0178","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"LTL WHITE SALMON-NFH","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"PORTAGE BAY STOCK UW","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"SKYKOMISH_R","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"SKYKOMISH_RIVER","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"VOIGHT CR    10.0414","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"WHITE R      10.0031","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"WHITE_F","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"WHITE_H","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"WHITE_RIVER","C_Puget_Sound","Central Puget Sound Fall","Puget Sound","SalSea"
"FINCH CR     16.0222","Hood_Canal","Hood Canal","Puget Sound","SalSea"
"GEORGE ADAMS (PURDY)","Hood_Canal","Hood Canal","Puget Sound","SalSea"
"HAMMA_HAMMA_R","Hood_Canal","Hood Canal","Puget Sound","SalSea"
"NF_SKOKOMISH_F","Hood_Canal","Hood Canal","Puget Sound","SalSea"
"GLENWOOD SPRINGS","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"L_SAUK_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"L_SKAGIT_R_FA","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"LITTLECAMPBELL","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"MARBLEMOUNT_HSP","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"MARBLEMOUNT_HSU","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"NF_NOOKSACK_H","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"NOOKSACK -SF 01.0246","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"NOOKSACK R   01.0120","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"NOOKSACK_RIVER","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SAMISH   (FRIDAY CR)","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SAMISH R     03.0005","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SAMISH_H","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SKAGIT R     03.0176","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SKAGIT_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SKAGIT_RIVER","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SKYKOMISH R  07.0012","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SNOHOMISH_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"SNOHOMISH_RIVER","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"STILLAGUAMISH R -NF","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"STILLAGUAMISH_RIVER","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"STILLAGUAMISHS","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"U_SAUK_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"U_SAUK_R_SPSU","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"U_SKAGIT_R","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"WALLACE R    07.0940","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"WALLACE R + SAMISH","N_Puget_Sound","North Puget Sound Fall","Puget Sound","SalSea"
"NOOKSACK_SP@KE","N_Puget_Sound","Puget Sound Spring","Puget Sound","SalSea"
"SKYKOMISH_SU","C_Puget_Sound","Puget Sound Summer","Puget Sound","SalSea"
"SKAGIT_SU","N_Puget_Sound","Puget Sound Summer","Puget Sound","SalSea"
"CHAMBERS CR  12.0007","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"CLE_ELM_HATCH","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"CLEAR CR    11.0013C","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"DESCHUTES R  13.0028","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GREEN","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GREEN_F@SOOS","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GREEN_R_FA","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GREEN_RIVER","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GREEN_RIVER-KENDAL","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GREEN@KENDAL_F","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"GROVERS_CR_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"HUPP_SP_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"KALAMA CR    11.0017","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"MINTER CR    15.0048","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"S_PRAIRIE_CR","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"SOOS_CR_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"SOOS_CREEK","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"SOOS_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"UW_H_SUFA","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"VOIGHTS_H","S_Puget_Sound","South Puget Sound Fall","Puget Sound","SalSea"
"BIG_QUALICUM","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CAMPBELL_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEMAINUS","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEMAINUS_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"COWICHAN","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"COWICHAN_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"L_QUALICUM","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"LITTLE_QUALICUM_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_F","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_RIVER_F","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_RIVER_S","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_RIVER_SUMMER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_RIVER-UPPER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_SP","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMO_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMOSU_BACKX","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"NANAIMOUPPER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLED_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGE_BACKX","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGE_F","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGE_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGE_RIVER_FALL","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGE_RIVER(FALL)","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGE_SU","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PUNTLEDGESUM","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"QUALICUM_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"QUATSE","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"QUATSE_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-BIG QUALICUM R","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-CHEMAINUS R","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-COWICHAN R","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-NANAIMO R","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-PUNTLEDGE R","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"SNOQUALMIE_R","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"WOSS_LAKE","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"WOSS_RIVER","ECVI","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"ASHLULM","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CAPILANO_RIVER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS_F","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS_RIVER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS_RIVER_FALL","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS_RIVER_SUMMER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS_RIVER-TENDERFOOT","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"CHEAKAMUS_SU","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"DEVEREUX_CREEK","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"KLINAKLINI_RIVER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"MAMQUAM","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"MAMQUAM_RIVER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PHILLIPS","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PHILLIPS_RIVER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"PORTEAU_COVE","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-CHEAKAMUS R","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"S-PHILLIPS R","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"SHOVELNOSE_CREEK","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"SQUAMISH","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"SQUAMISH_RIVER","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"TENDERFOOT_CREEK","SOMN","Lower Strait of Georgia/Lower GS Hatchery","SOG","SalSea"
"QUINSAM","ECVI","Upper Strait of Georgia","SOG","SalSea"
"QUINSAM_RIVER","ECVI","Upper Strait of Georgia","SOG","SalSea"
"BUTE","SOMN","Upper Strait of Georgia","SOG","SalSea"
"DEVEREUX","SOMN","Upper Strait of Georgia","SOG","SalSea"
"HOMATHKO","SOMN","Upper Strait of Georgia","SOG","SalSea"
"KLINAKLINI","SOMN","Upper Strait of Georgia","SOG","SalSea"
"BIG_BOULDER_C","Alaska","Alaska South SE","Alaska South SE","SEAK"
"DECEPTION CR 247-41","Alaska","Alaska South SE","Alaska South SE","SEAK"
"KING_SALMON","Alaska","Alaska South SE","Alaska South SE","SEAK"
"SITUK","Alaska","Alaska South SE","Alaska South SE","SEAK"
"TAHINI","Alaska","Alaska South SE","Alaska South SE","SEAK"
"UNUK","Alaska","Alaska South SE","Alaska South SE","SEAK"
"WHITMAN LAKE H","Alaska","Alaska South SE","Alaska South SE","SEAK"
"KLUKSHU_R","N_Gulf_Coast_Alsek_R","Alaska South SE","Alaska South SE","SEAK"
"SITUK_R","N_Gulf_Coast_Situk_R","Alaska South SE","Alaska South SE","SEAK"
"BIG_BOULDER_CR","NSE_Alaska_Chilkat_R","Alaska South SE","Alaska South SE","SEAK"
"TAHINI_R","NSE_Alaska_Chilkat_R","Alaska South SE","Alaska South SE","SEAK"
"KING_SALMON_R","NSE_Alaska_King_Salmon_R","Alaska South SE","Alaska South SE","SEAK"
"CHICKAMIN","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK"
"CHICKAMIN_H","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK"
"CHICKAMIN_R","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK"
"CRIPPLE_CR","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK"
"KETA_R","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK"
"KING_CR","SSE_Alaska","Alaska South SE","Alaska South SE","SEAK"
"ANDREW_CR","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK"
"ANDREW_CREEK","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK"
"ANDREW_CRYH","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK"
"ANDREW_MEDH","SSE_Alaska_Stikine_R","Alaska South SE","Alaska South SE","SEAK"
"KOWATUA_CR","Taku_R","Alaska South SE","Alaska South SE","SEAK"
"LITTLE_TRAPPER","Taku_R","Alaska South SE","Alaska South SE","SEAK"
"NAHLIN_R_U","Taku_R","Alaska South SE","Alaska South SE","SEAK"
"NAKINA_R","Taku_R","Alaska South SE","Alaska South SE","SEAK"
"TATSATUA_CR","Taku_R","Alaska South SE","Alaska South SE","SEAK"
"U_NAHLIN_R","Taku_R","Alaska South SE","Alaska South SE","SEAK"
"L_TAHLTAN_R","U_Stikine_R","Alaska South SE","Alaska South SE","SEAK"
"8702GOLD","WCVI","West Coast Hatchery","WCVI","WCVI"
"GOLD_R","WCVI","West Coast Hatchery","WCVI","WCVI"
"GOLD(83-86)","WCVI","West Coast Hatchery","WCVI","WCVI"
"ROB@GOLD","WCVI","West Coast Hatchery","WCVI","WCVI"
"TOQUART","WCVI","West Coast Hatchery","WCVI","WCVI"
"TOQUART RIVER","WCVI","West Coast Hatchery","WCVI","WCVI"
"TOQUART_RIVER","WCVI","West Coast Hatchery","WCVI","WCVI"
"ARTLISH_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"BEDWELL_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"BURMAN","WCVI","West Coast Wild","WCVI","WCVI"
"BURMAN_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"COLONIAL_CAY","WCVI","West Coast Wild","WCVI","WCVI"
"CONUMA","WCVI","West Coast Wild","WCVI","WCVI"
"CONUMA_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"CYPRE_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"GORDON_R","WCVI","West Coast Wild","WCVI","WCVI"
"GORDON_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"KAOUK_R","WCVI","West Coast Wild","WCVI","WCVI"
"KAOUK_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"KENNEDY","WCVI","West Coast Wild","WCVI","WCVI"
"KENNEDY_RIVER-LOWER","WCVI","West Coast Wild","WCVI","WCVI"
"LEINER_R","WCVI","West Coast Wild","WCVI","WCVI"
"LEINER_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"MARBLE_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"MARBLE@NVI","WCVI","West Coast Wild","WCVI","WCVI"
"MEGIN","WCVI","West Coast Wild","WCVI","WCVI"
"MEGIN_R","WCVI","West Coast Wild","WCVI","WCVI"
"MEGIN_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"MOYEHA_R","WCVI","West Coast Wild","WCVI","WCVI"
"MOYEHA_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"NAHMINT","WCVI","West Coast Wild","WCVI","WCVI"
"NAHMINT_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"NITINAT","WCVI","West Coast Wild","WCVI","WCVI"
"NITINAT_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"ROBERTSON","WCVI","West Coast Wild","WCVI","WCVI"
"ROBERTSON_CREEK","WCVI","West Coast Wild","WCVI","WCVI"
"S-BEDWELL R","WCVI","West Coast Wild","WCVI","WCVI"
"S-BURMAN R","WCVI","West Coast Wild","WCVI","WCVI"
"S-CONUMA R","WCVI","West Coast Wild","WCVI","WCVI"
"S-MARBLE R","WCVI","West Coast Wild","WCVI","WCVI"
"S-NAHMINT R","WCVI","West Coast Wild","WCVI","WCVI"
"S-ROBERTSON CR","WCVI","West Coast Wild","WCVI","WCVI"
"S-SARITA R","WCVI","West Coast Wild","WCVI","WCVI"
"SAN_JUAN","WCVI","West Coast Wild","WCVI","WCVI"
"SAN_JUAN_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"SARITA","WCVI","West Coast Wild","WCVI","WCVI"
"SARITA_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"SOOKE","WCVI","West Coast Wild","WCVI","WCVI"
"SOOKE_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"STAMP","WCVI","West Coast Wild","WCVI","WCVI"
"STAMP_RIVER-ABOVE_FALLS","WCVI","West Coast Wild","WCVI","WCVI"
"TAHSIS","WCVI","West Coast Wild","WCVI","WCVI"
"TAHSIS_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"TAHSISH_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"THORNTON","WCVI","West Coast Wild","WCVI","WCVI"
"THORNTON_CREEK","WCVI","West Coast Wild","WCVI","WCVI"
"TLUPANA","WCVI","West Coast Wild","WCVI","WCVI"
"TLUPANA_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
"TRANQUIL","WCVI","West Coast Wild","WCVI","WCVI"
"TRANQUIL_CREEK","WCVI","West Coast Wild","WCVI","WCVI"
"UNUSED","WCVI","West Coast Wild","WCVI","WCVI"
"ZEBALLOS","WCVI","West Coast Wild","WCVI","WCVI"
"ZEBALLOS_RIVER","WCVI","West Coast Wild","WCVI","WCVI"
