"stock","Region1Name","Region2Name","Region3Name","Region4Name","id_type","pst_agg"
"KAOUK_R","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"KENNEDY","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"LEINER_R","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"MARBLE@NVI","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"MEGIN","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"MEGIN_R","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"MOYEHA_R","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"NAHMINT","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"NITINAT","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"ROBERTSON","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"SAN_JUAN","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"SARITA","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"SOOKE","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"STAMP","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"TAHSIS","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"THORNTON","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"TLUPANA","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"TRANQUIL","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"UNUSED","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"ZEBALLOS","WCVI","West Coast Wild","WCVI","WCVI","gsi","WCVI"
"S-HARRISON R","LWFR-F",NA,"Fraser River","SalSea","cwt","FR-late"
"S-SHUSWAP R LOW","SOTH",NA,"Fraser River","SalSea","cwt","FR-early"
"WHITMAN LAKE H","Alaska",NA,"Alaska South SE","SEAK","cwt","NBC_SEAK"
"SPRING CR    29.0159","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"WELLS HATCHERY","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"COLEMAN NFH","Central_Valley_fa",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"FEATHER RIVER","Central_Valley_fa",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"QUINAULT LK   (21)","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"COLUMBIA R UPRIVER S","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"YAKIMA R-LOW 37.0002","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"COOK CR      21.0429","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"QUINAULT NFH -COOK C","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"FEATHER R HATCHERY","Central_Valley_fa",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"TSOO-YESS R      20.0015","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"WARM SPRINGS R","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"KOOSKIA NAT","Snake_R_fa",NA,"Snake","ColR","cwt","CR-bright"
"AMERICAN RIVER","Central_Valley_fa",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"MOKELUMNE RIVER","Central_Valley_fa",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"MERCED RIVER","Central_Valley_fa",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"TRINITY RIVER","Klamath_R",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"IRON GATE HATCHERY","Klamath_R",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"WASHINGTON BRIGHTS","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"SALMON R","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"COOS R","Mid_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"COLE RIVERS HATCHERY","Rogue_R",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"UMATILLA R","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"SNAKE R","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"TRASK R (TRASK HT)","N_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"BIG CR HATCHERY","Willamette_R",NA,"Columbia","ColR","cwt","CR-sp&su"
"UMPQUA R (ROCK CR HT)","Mid_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"ELK R (ELK R HT)","N_California/S_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"SANTIAM R S FK","Willamette_R",NA,"Columbia","ColR","cwt","CR-sp&su"
"SANTIAM R N FK","Willamette_R",NA,"Columbia","ColR","cwt","CR-sp&su"
"SANDY HATCHERY (SANDY R)","L_Columbia_R_fa",NA,"Columbia","ColR","cwt","CR-tule"
"CLACKAMAS R EARLY","Willamette_R",NA,"Columbia","ColR","cwt","CR-sp&su"
"MCKENZIE HATCHERY","Willamette_R",NA,"Columbia","ColR","cwt","CR-sp&su"
"MID WILLAMETTE R","Willamette_R",NA,"Columbia","ColR","cwt","CR-sp&su"
"COLUMBIA R TULES","L_Columbia_R_fa",NA,"Columbia","ColR","cwt","CR-tule"
"PRIEST RAPIDS   (36)","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"HOOD R","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"DESCHUTES R","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"IMNAHA R AND TRIBS","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"NESTUCCA R (CEDAR CR","N_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"GARDINER CR (UMPQUA)","Mid_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"SALMON R WILD","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"SIUSLAW R","Mid_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"YAQUINA B SALMON RAN","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"BONNEVILLE POOL","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"CHETCO R","N_California/S_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"LYONS FERRY HATCHERY","Snake_R_fa",NA,"Snake","ColR","cwt","CR-bright"
"COQUILLE R","Mid_Oregon_Coast",NA,"Oregon/California","CoastUS","cwt","CA_ORCST"
"LOSTINE R ENDEMIC","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"F SNAKE R","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"S FK SALMON","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"S-ATNARKO R LOW","NOMN",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-SHUSWAP R MIDDLE","SOTH",NA,"Fraser River","SalSea","cwt","FR-early"
"S-CHILLIWACK R","LWFR-F",NA,"Fraser River","SalSea","cwt","FR-late"
"S-MORICE R","Skeena Bulkley",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-PUNTLEDGE R","ECVI",NA,"SOG","SalSea","cwt","SOG"
"S-COWICHAN R","ECVI",NA,"SOG","SalSea","cwt","SOG"
"S-BEDWELL R","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"S-PHILLIPS R","SOMN",NA,"SOG","SalSea","cwt","SOG"
"S-SALMON R/TOMF","SOTH",NA,"Fraser River","SalSea","cwt","FR-early"
"S-ATNARKO R UP","NOMN",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-BIG QUALICUM R","ECVI",NA,"SOG","SalSea","cwt","SOG"
"S-NICOLA R","LWTH",NA,"Fraser River","SalSea","cwt","FR-early"
"S-ROBERTSON CR","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"S-NAHMINT R","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"S-BURMAN R","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"S-CHEMAINUS R","ECVI",NA,"SOG","SalSea","cwt","SOG"
"S-MARBLE R","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"S-BULKLEY R UP","Skeena Bulkley",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-KITSUM BEL CANYON","Skeena Bulkley",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-CONUMA R","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"S-KITSUM ABV CANYON","Skeena Bulkley",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-KITIMAT R","NOMN",NA,"North/Central BC","NBC","cwt","NBC_SEAK"
"S-NANAIMO R","ECVI",NA,"SOG","SalSea","cwt","SOG"
"S-CHEAKAMUS R","ECVI",NA,"SOG","SalSea","cwt","SOG"
"S-SARITA R","WCVI",NA,"WCVI","WCVI","cwt","WCVI"
"LTL WHITE SALMON-NFH","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"YAKIMA R-UPR 39.0002","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"WELLS DAM       (47)","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"SKAGIT R     03.0176","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"QUEETS R     21.0016","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"DUNGENESS R  18.0018","Juan_de_Fuca",NA,"Washington Coast","CoastUS","cwt","WACST"
"GROVERS CR   15.0299","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"CLEAR CR    11.0013C","S_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"VOIGHT CR    10.0414","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"QUINAULT R   21.0398","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"HANFORD REACH STOCK","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"KALAMA CR    11.0017","S_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"SAMISH R     03.0005","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"WHITE R      10.0031","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"SKYKOMISH R  07.0012","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"WALLACE R + SAMISH","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"STILLAGUAMISH R -NF","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"HOKO R       19.0148","Juan_de_Fuca",NA,"Washington Coast","CoastUS","cwt","WACST"
"SOL DUC R   20.0096","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"CLARKS CR    10.0027","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"QUILLAYUTE R 20.0096","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"MINTER CR    15.0048","S_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"WALLACE R    07.0940","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"NOOKSACK -SF 01.0246","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"BIG SOOS CR  09.0072","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"DECEPTION CR 247-41","Alaska",NA,"Alaska South SE","SEAK","cwt","NBC_SEAK"
"SNAKE R-LOWR 33.0002","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"LEWIS R      27.0168","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"KALAMA R     27.0002","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"METHOW & OKANOGAN","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"WENATCHEE R  45.0030","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"COWLITZ R    26.0002","L_Columbia_R_fa",NA,"Columbia","ColR","cwt","CR-tule"
"GEORGE ADAMS (PURDY)","Hood_Canal",NA,"Puget Sound","SalSea","cwt","PSD"
"ISSAQUAH CR  08.0178","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"DESCHUTES R  13.0028","S_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"WASHOUGAL R  28.0159","L_Columbia_R_fa",NA,"Columbia","ColR","cwt","CR-tule"
"NOOKSACK R   01.0120","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"FINCH CR     16.0222","Hood_Canal",NA,"Puget Sound","SalSea","cwt","PSD"
"ELWHA R      18.0272","Juan_de_Fuca",NA,"Washington Coast","CoastUS","cwt","WACST"
"ELOCHOMAN R  25.0236","L_Columbia_R_fa",NA,"Columbia","ColR","cwt","CR-tule"
"LEWIS R -NF  27.0168","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"CHAMBERS CR  12.0007","S_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"SAMISH   (FRIDAY CR)","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"KLICKITAT R  30.0002","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"TOUTLE R     26.0227","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"PORTAGE BAY STOCK UW","C_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"SATSOP R     22.0360","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"TUCANNON R CAPTIVE","Snake_R_sp/su",NA,"Snake","ColR","cwt","CR-sp&su"
"VAN WINKLE C 22.0240","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"HUMPTULIPS R 22.0004","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"NASELLE R    24.0543","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"NEMAH R      24.0460","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"WILLAPA R    24.0251","Washington_Coast",NA,"Washington Coast","CoastUS","cwt","WACST"
"COWEEMAN R   26.0003","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"COWLITZ R @ MAYFIELD","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"COWLITZ R -LOWER","L_Columbia_R_sp",NA,"Columbia","ColR","cwt","CR-sp&su"
"TANNER CR (BNVILLE)","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
"GLENWOOD SPRINGS","N_Puget_Sound",NA,"Puget Sound","SalSea","cwt","PSD"
"METHOW R     48.0002","U_Columbia_R_su/fa",NA,"Columbia","ColR","cwt","CR-bright"
